train_loss,val_loss,train_acc,val_acc,train_acc_top5,val_acc_top5,learning_rate
2.9331333699197346,2.8331828316117704,0.2592244514362767,0.28816606734226874,0.5411882482736077,0.5897352075841779,0.0019159727461942084
2.108075802275446,2.458179121042397,0.4227720344869857,0.35714285714285715,0.735708740244351,0.6766100032690422,0.0019145554776113709
1.5690326521063749,2.4472330165244505,0.5496465492583664,0.38615560640732266,0.8418461161279778,0.687070938215103,0.0019121949174388732
1.0831153460596812,2.9758307763898086,0.6751522085563683,0.35199411572409284,0.9206063825440282,0.6542987904543969,0.0019088933952646119
0.6760673318803371,3.2199795783910536,0.7916479385445185,0.35362863680941486,0.9685980468271157,0.6585485452762341,0.0019046541692923746
0.40758010435614855,3.109442538628979,0.8749642463122626,0.36654135338345867,0.9891104482490909,0.6807780320366132,0.0018994814231263887
0.24864666680679232,3.4113721181146848,0.9232010787398358,0.36711343576332134,0.9963837698688351,0.6663125204315136,0.0018933802616426063
0.17616617283396643,3.872274640807532,0.9457156866751114,0.36343576332134686,0.9988354513136927,0.67644655116051,0.00188635670595081
0.11688908713508266,4.026404299195119,0.9644506190495649,0.35632559660019614,0.9993666489600785,0.655197777051324,0.0018784176874525038
0.14552681502482237,4.0302314805064805,0.9534793445838271,0.35035959463877087,0.9991010501368857,0.6564236678653155,0.0018695710410004556
0.16500729337290185,4.070178783964822,0.9463898990724472,0.37316116377901276,0.9983859763821354,0.6708074534161491,0.0018598254971666454
0.1410207057649005,4.022994132710656,0.9547256159849631,0.37839163125204317,0.9988558819923998,0.6753841124550507,0.001849190673626243
0.09501728546216093,4.245844393082014,0.9706206840191232,0.36065707747629944,0.999305356923957,0.666639424648578,0.0018376770656661253
