train_loss,val_loss,train_acc,val_acc,train_acc_top5,val_acc_top5,learning_rate
2.8537828412077597,2.495185893203122,0.2796142687860091,0.3511768551814318,0.5603726555796184,0.6574861065707748,0.0019159727461942084
2.0056130871075037,2.2972421192507135,0.4480447840477261,0.39163125204315136,0.7569157847423692,0.7039882314481857,0.0019145554776113709
1.42240596289571,2.4221249752163145,0.5884444081232378,0.3988231448185682,0.8656069954643894,0.7029257927427264,0.0019121949174388732
0.8548440579077603,2.6349143379457094,0.7465369999591387,0.4010297482837529,0.947329710292976,0.7035796011768551,0.0019088933952646119
0.4044670639098779,2.7107182015153697,0.8834225472970213,0.41778358940830335,0.9877007314182977,0.7177182085648904,0.0019046541692923746
0.17631634279214253,2.9201488206494903,0.9532137457606342,0.41999019287348804,0.9979773628079925,0.7188623733246159,0.0018994814231263887
0.08152016783376322,2.9859132392611447,0.980897315408818,0.4225237005557372,0.9996935398193929,0.7185354691075515,0.0018933802616426063
0.045344922956751604,3.0767190259981483,0.9900706901483268,0.4287348806799608,0.9999591386425858,0.7225400457665904,0.00188635670595081
0.040739206175330084,3.440181456737637,0.9907244718669554,0.4042170644001308,0.9999591386425858,0.7094638770840144,0.0018784176874525038
0.17068488173211438,4.254872396125556,0.9482082294773833,0.34120627656096764,0.9972418583745353,0.644573389996731,0.0018695710410004556
0.5213317546206667,3.56750434261009,0.8378008417439627,0.37512258908139917,0.9828382298859969,0.6770186335403727,0.0018598254971666454
0.12137381326705089,3.2995073777392396,0.9628774567891146,0.42489375612945407,0.9988967433498142,0.722213141549526,0.001849190673626243
